albero,n_cellule,GRN_type,sigma_cif,diff_cif_fraction,modello,fixed_terminal,knn_atac,knn_rna,wnn,algoritmo,n_waypoints,knn_waypoints,n_macrostates,velocity_algorithm,pruning_type,pearson_pseudotime_statistics,pearson_pseudotime_pvalue,kendall_pseudotime_statistics,kendall_pseudotime_pvalue,pearson_entropy_statistics,pearson_entropy_pvalue,f1_cosine,f1_euclidean
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,50,palantir,750,30,,,,0.8798526435716342,0.0,0.877008949008949,5.83e-320,-0.7519841700176856,7.807358958219457e-183,0.13163237902117414,0.35160175612125116
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,50,palantir,750,50,,,,0.880188979696197,0.0,0.8777535377535378,3.44e-321,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,50,palantir,750,50,,,,0.880189176232726,0.0,0.8777567177567178,3.39e-321,-0.6978275605594593,8.358493242003109e-147,0.16817939598026851,0.39256286317102834
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,50,palantir,750,100,,,,0.8805270295662602,0.0,0.8920100680100681,0.0,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,50,palantir,750,100,,,,0.8805258210746888,0.0,0.892010116010116,0.0,-0.48472186092879604,4.732538467784503e-60,0.27432901007104066,0.4916075626620734
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,70,palantir,250,30,,,,0.8646621252040619,1.1830541624106315e-300,0.8486685566685567,2.6344229014812446e-278,0.34315986997785314,5.148493382260139e-29,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,70,palantir,250,30,,,,0.8647282971340103,9.433582408704907e-301,0.8487270567270567,2.2065946757062185e-278,-0.6097425607916648,7.448858181255e-103,0.4667633218421193,0.6483340811261772
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,70,palantir,250,50,,,,0.8664870170659479,2.198100920561209e-303,0.8547477267477268,1.7528832306410392e-286,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,70,palantir,250,50,,,,0.8665639822365289,1.682605802720621e-303,0.8548030708030709,1.470969338275873e-286,-0.43333194831023,4.916610106171454e-47,0.5786183422461351,0.7393694681216412
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,70,palantir,250,100,,,,0.8658518715718023,1.9820106418635188e-302,0.8703926583926584,2.28583838823389e-309,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,70,palantir,250,100,,,,0.8659007163265267,1.674298133864792e-302,0.8703289983289983,2.871568982655615e-309,-0.7236863372858644,6.233908911967445e-163,0.3714436573382817,0.5717226937828755
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,70,palantir,500,30,,,,0.8633561244198177,1.0070707061767874e-298,0.8423014103014104,4.052092180606108e-270,,,,
